,index,player_id,pretty_name,club_pretty_name,_name_and_club,index,pt_name,pt_team,_name_and_club,TRUSTWORTH
1414,48974,395083,Andreaw Gravillon,Benevento Calcio,Andreaw Gravillon Benevento Calcio,8514,GRAVILLON A.,benevento,GRAVILLON A. benevento,True
1417,48981,78082,Cheick Diabate,Benevento Calcio,Cheick Diabate Benevento Calcio,8440,DIABATE C.,benevento,DIABATE C. benevento,True
1420,48995,238947,Elio Capradossi,Spezia Calcio,Elio Capradossi Spezia Calcio,8364,CAPRADOSSI E,roma,CAPRADOSSI E roma,True
1423,49000,287367,Luca Vignali,Spezia Calcio,Luca Vignali Spezia Calcio,10621,VIGNALI L.,spezia,VIGNALI L. spezia,True
1426,49005,354814,Mbala Nzola,Spezia Calcio,Mbala Nzola Spezia Calcio,10420,NZOLA M.,spezia,NZOLA M. spezia,True
1430,49014,624548,Salva Ferrer,Spezia Calcio,Salva Ferrer Spezia Calcio,10221,FERRER S.,spezia,FERRER S. spezia,True
1431,49016,79045,Jeroen Zoet,Spezia Calcio,Jeroen Zoet Spezia Calcio,10649,ZOET J.,spezia,ZOET J. spezia,True
1442,49537,141654,Michele Fornasier,Delfino Pescara 1936,Michele Fornasier Delfino Pescara 1936,6157,FORNASIER M.,sampdoria,FORNASIER M. sampdoria,True
1444,49541,164897,Jean Christophe Bahebeck,Delfino Pescara 1936,Jean Christophe Bahebeck Delfino Pescara 1936,7721,BAHEBECK J.,pescara,BAHEBECK J. pescara,True
1445,49542,165381,Dario Zuparic,Delfino Pescara 1936,Dario Zuparic Delfino Pescara 1936,8256,ZUPARIC D.,pescara,ZUPARIC D. pescara,True
1446,49548,209649,Alexandru Mitrita,Delfino Pescara 1936,Alexandru Mitrita Delfino Pescara 1936,8047,MITRITA A.,pescara,MITRITA A. pescara,True
1448,49553,267101,Davide Vitturini,Delfino Pescara 1936,Davide Vitturini Delfino Pescara 1936,8237,VITTURINI D.,pescara,VITTURINI D. pescara,True
1449,49555,298635,Grigoris Kastanos,Delfino Pescara 1936,Grigoris Kastanos Delfino Pescara 1936,7968,KASTANOS G.,pescara,KASTANOS G. pescara,True
1458,50383,393904,Filippo Delli Carri,Us Salernitana 1919,Filippo Delli Carri Us Salernitana 1919,153,DELLI CARRI,torino,DELLI CARRI torino,True
1462,50393,616631,Matteo Ruggeri,Us Salernitana 1919,Matteo Ruggeri Us Salernitana 1919,10528,RUGGERI M.,atalanta,RUGGERI M. atalanta,True
1471,50413,228444,Ridgeciano Haps,Venezia Fc,Ridgeciano Haps Venezia Fc,8969,CIANO C.,frosinone,CIANO C. frosinone,True
1480,50426,412513,Thomas Henry,Venezia Fc,Thomas Henry Venezia Fc,717,JOB Thomas H,sampdoria,JOB Thomas H sampdoria,True
1482,50428,438961,Michael Svoboda,Venezia Fc,Michael Svoboda Venezia Fc,327,OBODO,perugia,OBODO perugia,True
